patch_id,nuclei_template_id,cwe_cve_mapping,vulnerable_syntax_token_sequence,recommended_replacement_patch_diff,operational_remediation_explanation
PATCH-0547,nuclei-cwe-942-template,CWE-942 / CVE-2023-3539,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0548,nuclei-cwe-548-template,CWE-548 / CVE-2023-7094,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0549,nuclei-cwe-942-template,CWE-942 / CVE-2023-7001,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0550,nuclei-cwe-200-template,CWE-200 / CVE-2023-7483,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0551,nuclei-cwe-319-template,CWE-319 / CVE-2023-8203,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0552,nuclei-cwe-200-template,CWE-200 / CVE-2023-9252,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0553,nuclei-cwe-548-template,CWE-548 / CVE-2023-2519,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0554,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0555,nuclei-cwe-200-template,CWE-200 / CVE-2023-2093,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0556,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0557,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0558,nuclei-cwe-200-template,CWE-200 / CVE-2023-8538,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0559,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0560,nuclei-cwe-942-template,CWE-942 / N/A,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0561,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0562,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0563,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0564,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0565,nuclei-cwe-200-template,CWE-200 / CVE-2023-9370,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0566,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0567,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0568,nuclei-cwe-319-template,CWE-319 / CVE-2023-7775,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0569,nuclei-cwe-200-template,CWE-200 / CVE-2023-6731,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0570,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0571,nuclei-cwe-942-template,CWE-942 / CVE-2023-2577,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0572,nuclei-cwe-942-template,CWE-942 / N/A,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0573,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0574,nuclei-cwe-942-template,CWE-942 / N/A,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0575,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0576,nuclei-cwe-693-template,CWE-693 / CVE-2023-9435,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0577,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0578,nuclei-cwe-200-template,CWE-200 / CVE-2023-3279,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0579,nuclei-cwe-942-template,CWE-942 / N/A,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0580,nuclei-cwe-548-template,CWE-548 / CVE-2023-5724,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0581,nuclei-cwe-200-template,CWE-200 / CVE-2023-8950,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0582,nuclei-cwe-693-template,CWE-693 / CVE-2023-5547,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0583,nuclei-cwe-548-template,CWE-548 / CVE-2023-6166,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0584,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0585,nuclei-cwe-942-template,CWE-942 / CVE-2023-8282,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0586,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0587,nuclei-cwe-548-template,CWE-548 / CVE-2023-3669,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0588,nuclei-cwe-942-template,CWE-942 / CVE-2023-7405,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0589,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0590,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0591,nuclei-cwe-942-template,CWE-942 / CVE-2023-4820,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0592,nuclei-cwe-942-template,CWE-942 / CVE-2023-3771,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0593,nuclei-cwe-548-template,CWE-548 / CVE-2023-5199,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0594,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0595,nuclei-cwe-319-template,CWE-319 / CVE-2023-6200,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0596,nuclei-cwe-548-template,CWE-548 / CVE-2023-7896,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0597,nuclei-cwe-548-template,CWE-548 / CVE-2023-5738,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0598,nuclei-cwe-319-template,CWE-319 / CVE-2023-1773,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0599,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0600,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0601,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0602,nuclei-cwe-548-template,CWE-548 / CVE-2023-2001,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0603,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0604,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0605,nuclei-cwe-942-template,CWE-942 / CVE-2023-6198,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0606,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0607,nuclei-cwe-942-template,CWE-942 / CVE-2023-7521,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0608,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0609,nuclei-cwe-942-template,CWE-942 / CVE-2023-2598,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0610,nuclei-cwe-319-template,CWE-319 / CVE-2023-7504,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0611,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0612,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0613,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0614,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0615,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0616,nuclei-cwe-200-template,CWE-200 / CVE-2023-3217,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0617,nuclei-cwe-548-template,CWE-548 / CVE-2023-5767,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0618,nuclei-cwe-319-template,CWE-319 / CVE-2023-1379,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0619,nuclei-cwe-942-template,CWE-942 / CVE-2023-6876,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0620,nuclei-cwe-319-template,CWE-319 / CVE-2023-4316,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0621,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0622,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0623,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0624,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0625,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0626,nuclei-cwe-548-template,CWE-548 / CVE-2023-8952,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0627,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0628,nuclei-cwe-942-template,CWE-942 / CVE-2023-6793,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0629,nuclei-cwe-942-template,CWE-942 / CVE-2023-6325,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0630,nuclei-cwe-942-template,CWE-942 / CVE-2023-3375,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0631,nuclei-cwe-942-template,CWE-942 / CVE-2023-6953,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0632,nuclei-cwe-319-template,CWE-319 / CVE-2023-7961,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0633,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0634,nuclei-cwe-319-template,CWE-319 / CVE-2023-3875,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0635,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0636,nuclei-cwe-200-template,CWE-200 / CVE-2023-6121,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0637,nuclei-cwe-942-template,CWE-942 / CVE-2023-8955,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0638,nuclei-cwe-548-template,CWE-548 / CVE-2023-7193,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0639,nuclei-cwe-693-template,CWE-693 / CVE-2023-5056,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0640,nuclei-cwe-548-template,CWE-548 / N/A,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0641,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0642,nuclei-cwe-200-template,CWE-200 / N/A,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0643,nuclei-cwe-200-template,CWE-200 / CVE-2023-7764,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0644,nuclei-cwe-942-template,CWE-942 / N/A,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0645,nuclei-cwe-693-template,CWE-693 / CVE-2023-6386,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0646,nuclei-cwe-319-template,CWE-319 / N/A,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
PATCH-0647,nuclei-cwe-693-template,CWE-693 / N/A,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0648,nuclei-cwe-200-template,CWE-200 / CVE-2023-1393,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0649,nuclei-cwe-200-template,CWE-200 / CVE-2023-1398,Server: Apache/2.4.41 (Ubuntu),"- Server: Apache/2.4.41 (Ubuntu)
+ Server: Apache",Removed verbose server version information from the Server header to thwart targeted automated attacks.
PATCH-0650,nuclei-cwe-548-template,CWE-548 / CVE-2023-3465,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0651,nuclei-cwe-693-template,CWE-693 / CVE-2023-8140,"HTTP/1.1 200 OK
Server: nginx
Content-Type: text/html",+ Content-Security-Policy: default-src 'self'; script-src 'self' 'nonce-random123'; object-src 'none',Added Content-Security-Policy header to mitigate XSS vulnerabilities by restricting the sources of executable scripts.
PATCH-0652,nuclei-cwe-548-template,CWE-548 / CVE-2023-1001,"location /.git {
    autoindex on;
}","- autoindex on;
+ deny all;",Disabled directory listing and denied access to the .git directory to prevent source code and configuration exposure.
PATCH-0653,nuclei-cwe-942-template,CWE-942 / CVE-2023-4866,Access-Control-Allow-Origin: *,"- Access-Control-Allow-Origin: *
+ Access-Control-Allow-Origin: https://trusted-domain.com",Restricted CORS origin to a specific trusted domain instead of a wildcard to prevent unauthorized cross-origin resource access.
PATCH-0654,nuclei-cwe-319-template,CWE-319 / CVE-2023-6318,Strict-Transport-Security: max-age=0,"- Strict-Transport-Security: max-age=0
+ Strict-Transport-Security: max-age=31536000; includeSubDomains; preload",Enforced HTTP Strict Transport Security (HSTS) to ensure all communications are encrypted over HTTPS.
